Certificat de Professionalitat;Descripció ;Hores;NivellEspecialitat;FamProfDescCat;Competències;Descripció de la competència;Durada 
IMAI0208;Planificació, gestió i realització del manteniment i supervisió del muntatge de xarxes i sistemes de distribució de fluids;580,;3;INSTAL·LACIÓ I MANTENIMENT;UC1289_3;Controlar i realitzar la posada en marxa de xarxes i sistemes de distribució de fluids;140,
MAMD0210;Planificació i gestió de la fabricació en indústries de fusta i suro;570,;3;FUSTA, MOBLE I SURO;UC1368_3;Controlar els processos de fabricació en les indústries del tauler i fusta laminada encolada;100,
FMEC0209;Disseny de canonada industrial;480,;3;FABRICACIÓ MECÀNICA;UC1148_3;Elaborar la documentació tècnica dels productes de construccions metàl·liques;170,
SSCG0109;Inserció laboral de persones amb discapacitat;470,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;UC1035_3;Realitzar les intervencions adreçades a l'entrenament per a l'adquisició i desenvolupament d'habilitats sociolaborals en les persones amb discapacitat;130,
AGAR0209;Activitats auxiliars en aprofitaments forestals;270,;1;AGRÀRIA;UC1292_1;Recol·lectar fruits, llavors, bolets, plantes i altres productes forestals comercialitzables;130,
QUIM0210;Organització i control del condicionat de productes farmacèutic i afins;660,;3;QUÍMICA;UC0334_3;Organitzar la producció de productes farmacèutics i afins;80,
ARTB0211;Reparació de joieria;590,;2;ARTS I ARTESANIA;UC2046_2;Reparar elements de joieria;200,
MAPN0612;Manteniment dels equips d'un parc de pesca i de la instal·lació frigorífica;480,;2;MARÍTIM PESQUER;UC1890_2;Efectuar els treballs de neteja i preparació de la maquinària del parc de pesca;100,
CTRP0002;Habilitats personals i socials per a l'autonomia de les persones amb discapacitat;240,;1;COMPETÈNCIES TRANSVERSALS;;;0,
HOTU0002;Ecoturisme;60,;1;HOSTALERIA I TURISME;noUC_hotu0002;-;30,
HOTT0025;Fonaments del big data i aplicació al sector turístic;50,;2;HOSTALERIA I TURISME;;;0,
IFCT130;Consultor SAP S4HANA Vendes;270,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct130;;30,
CTRL0023;Anglès conversacional intermedi;25,;2;COMPETÈNCIES TRANSVERSALS;;;0,
TMVU0311;Manteniment d'aparells d'embarcacions esportives i d'esbarjo;570,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC1827_2;Realitzar el manteniment de l'eixàrcia ferma i de treball d'embarcacions esportives i d'esbarjo;160,
SANT0026;Debriefing  clínic en equip multidisciplinar;10,;3;SANITAT;;;0,
AGAP0208;Producció porcina de recria i esquer;250,;2;AGRÀRIA;UC0005_2;Realitzar les operacions de producció en porcs de recria i esquer.;120,
SEAD0223;Instrucció de tir per a seguretat privada;60,;2;SEGURETAT I MEDI AMBIENT;;;0,
ADGD0108;Gestió comptable i gestió administrativa per a auditoria;630,;3;ADMINISTRACIÓ I GESTIÓ;UC0231_3;Realitzar la gestió comptable i fiscal;240,
HOTR0309;Direcció en restauració;830,;3;HOSTALERIA I TURISME;UC1097_3;Dirigir i gestionar una unitat de producció en restauració;150,
MAPN0108;Confecció i manteniment d'arts i aparells;330,;2;MARÍTIM PESQUER;UC0013_2;Confeccionar i muntar arts i aparells de pesca;190,
EOCO0030;Domòtica;60,;2;EDIFICACIÓ I OBRA CIVIL;;;0,
SSCB0109;Dinamització comunitària;610,;3;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;UC1021_3;Promoure la participació ciutadana en els projectes i recursos comunitaris;90,
HOTR44;Procediments de sala a la restauració - protecció global davant la Covid 19;35,;1;HOSTALERIA I TURISME;;;0,
INAF0109;Pastisseria i confiteria;580,;2;INDÚSTRIA ALIMENTÀRIA;noUC_MP0218;Mòdul de pràctiques professionals no laborals;80,
VICI0112;Assajos de qualitat en indústries del vidre;440,;2;VIDRE I CERÀMICA;UC2054_2;Realitzar assajos de control de productes de vidre per a aplicacions tècniques, il·luminació, envasos i articles per a la llar;150,
TMVB0111;Manteniment dels sistemes mecànics de material rodador ferroviari;710,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0630_2;Mantenir sistemes de suspensió i frens de material rodant ferroviari;250,
TCPF0912;Realització de vestuari per a l'espectacle;850,;3;TÈXTIL, CONFECCIÓ I PELL;UC1520_3;Supervisar i realitzar les proves als intèrprets, l'acoblament i els acabaments de vestuari de l'espectacle;270,
AGAR0309;Activitats auxiliars en conservació i millora de forests;270,;1;AGRÀRIA;UC1294_1;Realitzar activitats auxiliars en tractaments selvícoles;100,
FMEM0211;Fabricació per mecanització a alta velocitat i alt rendiment;630,;3;FABRICACIÓ MECÀNICA;UC2166_3;Planificar la mecanització a alta velocitat i alt rendiment;210,
IMSV40;AVID Media Composer per a editors de vídeo;110,;3;IMATGE I SO;;;0,
HOTT0044;Lideratge i comunicació efectiva en equips de treball d'hostaleria;30,;3;HOSTALERIA I TURISME;;;0,
ARTR0112;Restauració i reparació de rellotges d'època, històrics i autòmats;750,;3;ARTS I ARTESANIA;UC2131_3;Restaurar mecanismes de rellotges d'època, històrics i autòmates;360,
HOTR17;Servei de begudes a barra i sala;12,;2;HOSTALERIA I TURISME;;;0,
AGAR0110;Gestió d'aprofitaments forestals;630,;3;AGRÀRIA;UC1486_3;Organitzar i supervisar les operacions d'inventari i seguiment de l'hàbitat natural;100,
TMVB0111;Manteniment dels sistemes mecànics de material rodador ferroviari;710,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0630_2;Mantenir sistemes de suspensió i frens de material rodant ferroviari;250,
FMEE0308;Disseny de productes de fabricació mecànica;680,;3;FABRICACIÓ MECÀNICA;UC0107_3;Elaborar la documentació tècnica dels productes de fabricació mecànica;160,
MAMB0210;Muntatge i instal·lació de construccions de fusta;510,;2;FUSTA, MOBLE I SURO;UC1359_2;Realitzar els processos de muntatge i instal·lació de construccions de fusta;200,
FMEH0309;Tractaments superficials;530,;2;FABRICACIÓ MECÀNICA;UC0103_2;Pintar i realitzar acabaments;170,
IEXD0109;Disseny i coordinació de projectes en pedra natural;730,;3;INDÚSTRIES EXTRACTIVES;noUC_MP0156;Mòdul de pràctiques professionals no laborals de 'Disseny i coordinació de projectes en pedra natural';80,
ADGD50;Producció responsable i sostenible en la indústria agroalimentària;185,;2;ADMINISTRACIÓ I GESTIÓ;noUC_adgd50;-;30,
TMVG0010;Tecnologia de l'automoció;30,;2;TRANSPORT I MANTENIMENT DE VEHICLES;;;0,
FMEC0119;Soldadura per arc sota gas protector amb elèctrode consumible, soldeig «MIG/MAG»;490,;2;FABRICACIÓ MECÀNICA;UC2314_2;Realitzar les operacions de comprovació i millora postsoldeig a la soldadura amb elèctrode;90,
TMVI0108;Conducció d'autobusos;370,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC1462_2;Realitzar la conducció del vehicle i altres operacions relacionades amb els serveis de transport;130,
CTRD0018;whatsapp business per millorar la comunicació amb els clients;12,;1;COMPETÈNCIES TRANSVERSALS;;;0,
ARGG0110;Disseny de productes gràfics;600,;3;ARTS GRÀFIQUES;UC0698_3;Composar elements gràfics, imatges i textos segons la teoria de l'arquitectura tipogràfica i la maquetació;140,
IFCD0110;Confecció i publicació de pàgines web;560,;2;INFORMÀTICA I COMUNICACIONS;UC0952_2;Publicar pàgines web;90,
HOTA0208;Gestió de pisos i neteja en allotjaments;480,;3;HOSTALERIA I TURISME;UC1067_3;Definir i organitzar els processos del departament de pisos i oferir atenció al client;130,
QUIA0110;Organització i control d'assaigs no destructius;880,;3;QUÍMICA;UC1546_3;Organitzar, supervisar i realitzar assajos no destructius mitjançant mètodes superficials i subsuperficials, i avaluar-ne els resultats;120,
SANT13;Gestió Administrativa Assistent Clínic;285,;3;SANITAT;noUC_sant13;;35,
QUIM0309;Operacions de condicionament de productes farmacèutics i afins;480,;2;QUÍMICA;UC0323_2;Condicionar un lot de productes farmacèutics i afins;220,
ELEE0610;Gestió i supervisió del muntatge i manteniment de xarxes elèctriques de baixa tensió i enllumenat exterior;620,;3;ELECTRICITAT I ELECTRÒNICA;UC1276_3;Supervisar i realitzar el muntatge de xarxes elèctriques de baixa tensió i enllumenat exterior;180,
IMPQ0208;Perruqueria;710,;2;IMATGE PERSONAL;noUC_MP0115;Mòdul de pràctiques professionals no laborals de 'Perruqueria';120,
ARGP0110;Tractament i maquetació d'elements gràfics en preimpressió;620,;2;ARTS GRÀFIQUES;UC0929_2;Digitalitzar i tractar textos mitjançant aplicacions informàtiques;70,
QUIT0409;Organització i control de la transformació de cautxú;660,;3;QUÍMICA;UC0779_3;Coordinar i controlar l'elaboració i transformació de mescles de cautxú i làtex;150,
TCPF0512;Tall de materials;370,;2;TÈXTIL, CONFECCIÓ I PELL;UC0195_2;Reconèixer matèries primeres i productes de confecció, calçat i marroquineria;150,
TCPF0309;Cortinatge i complements de decoració;360,;1;TÈXTIL, CONFECCIÓ I PELL;UC0177_1;Seleccionar materials i productes per a processos de confecció;50,
ARGI0310;Impressió en serigrafia i tampografia;450,;2;ARTS GRÀFIQUES;UC1349_1;Realitzar la impressió en tampografia;40,
COML0309;Organització i gestió de magatzems;390,;3;COMERÇ I MARQUETING;UC1015_2;Gestionar i coordinar les operacions del magatzem;110,
IFCM0310;Gestió de xarxes de veu i dades;610,;3;INFORMÀTICA I COMUNICACIONS;noUC_MP0395;Mòdul de pràctiques professionals no laborals de 'Gestió de xarxes de veu i dades';80,
CTRH0005;Legislació i normativa relacionada amb el diàleg social;20,;3;COMPETÈNCIES TRANSVERSALS;;;0,
SEAD0411;Operacions de vigilància i extinció d'incendis forestals i recolzament a contingències en el medi natural i rural;450,;2;SEGURETAT I MEDI AMBIENT;UC1964_2;Executar tasques de vigilància i detecció d'incendis forestals, manteniment d'infraestructures de prevenció i extinció, i informar la població;110,
SANT02;Iniciació a la Ressonància Magnètica;35,;3;SANITAT;noUC_sant02;;7,
IEXM0109;Operacions auxiliars en excavacions subterrànies i a cel obert;420,;1;INDÚSTRIES EXTRACTIVES;UC0857_1;Realitzar operacions auxiliars en transport;80,
FMEA0211;Fabricació d'elements aeroespacials amb materials compostos;660,;2;FABRICACIÓ MECÀNICA;UC1845_2;Fabricar elements aeroespacials de material compost per emmotllament manual;180,
TMVL0509;Pintura de vehicles;500,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0122_2;Realitzar la preparació, protecció i igualació de superfície de vehicles;230,
EOCO17;Inspecció termogràfica d'edificis;75,;3;EDIFICACIÓ I OBRA CIVIL;noUC_eoco17;;15,
TMVI32;Formació sobre Transport de Mercaderies Baix Temperatura Dirigida (Formació Complementària CAP Mercaderies);8,;1;TRANSPORT I MANTENIMENT DE VEHICLES;;;0,
ADGD0110;Assistència en la gestió dels procediments tributaris;740,;3;ADMINISTRACIÓ I GESTIÓ;UC1786_3;Realitzar activitats de gestió administrativa derivades dels procediments de gestió, inspecció i recaptació dels tributs;180,
TCPC02;Muntat de calçat Confort;610,;1;TÈXTIL, CONFECCIÓ I PELL;noUC_tcpc02;;70,
EOCJ0022;PRL per a treballs en xarxes de proveïment i sanejament i porcería. Part específica;6,;1;EDIFICACIÓ I OBRA CIVIL;;;0,
FCOO12;Competències per al desenvolupament dels recursos humans de l'empresa;150,;3;FORMACIÓ COMPLEMENTARIA;;;0,
IFCT0059;Programari development - Introducció al desenvolupament de programari;50,;2;INFORMÀTICA I COMUNICACIONS;;;0,
IFCT146;Marine Digital Twin - Arquitectura Naval;104,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct146;;16,
SSCI0013;Gestió de la tintoreria;16,;1;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;;;0,
HOTR0064;Cuina aragonesa;40,;1;HOSTALERIA I TURISME;noUC_hotr0064;-;20,
IFCT142;Procediments bàsics en impressió i disseny 3D;125,;1;INFORMÀTICA I COMUNICACIONS;;;0,
IFCD53;Desenvolupament a Java amb Framework Spring;350,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd53;-;70,
AGAJ0208;Art floral i  gestió de les activitats de floristeria;600,;3;AGRÀRIA;UC1484_3;Realitzar composicions innovadores i ornamentacions especials d'art floral i supervisar els treballs del taller de floristeria;190,
IFCT0040;Introducció a l'hacking ètic Certificació EHA;50,;3;INFORMÀTICA I COMUNICACIONS;;;0,
IMSD0108;Assistència a la realització en televisió;530,;3;IMATGE I SO;UC0217_3;Assistir en el control de realització d'una producció televisiva mitjançant el control de mitjans tècnics i humans.;160,
TCPF0309;Cortinatge i complements de decoració;360,;1;TÈXTIL, CONFECCIÓ I PELL;UC0178_1;Realitzar el tall, preparació, acoblament i acabament de cortines i estores;140,
EOCJ0018;PRL per a treballs de fontaneria;20,;1;EDIFICACIÓ I OBRA CIVIL;;;0,
AFDP0111;Abalisament de pistes, senyalització i socorrisme en espais esquiables;490,;2;ACTIVITATS FÍSIQUES I ESPORTIVES;UC1635_2;Prevenir accidents i situacions de risc en dominis esquiables;90,
IFCD28;Desenvolupament de videojocs i realitat virtual amb unity 3D;300,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd28;;40,
IFCD100;Sistemes de Mobilitat Urbana;240,;4;INFORMÀTICA I COMUNICACIONS;noUC_ifcd100;;80,
AGAN0211;Apicultura;410,;2;AGRÀRIA;UC1801_2;Realitzar les operacions de maneig de l'abellar;130,
EOCO0109;Control de projectes i obres de construcció;550,;3;EDIFICACIÓ I OBRA CIVIL;UC0876_3;Gestionar sistemes de documentació de projectes de construcció;70,
COMT02;Gestió del punt de venda de moda;200,;2;COMERÇ I MARQUETING;noUC_comt02;-;60,
IMAQ0110;Instal·lació i manteniment d'ascensors i altres equips fixos d'elevació i transport;560,;2;INSTAL·LACIÓ I MANTENIMENT;UC1878_2;Mantenir ascensors i altres equips fixos d'elevació transport;240,
COMT0210;Gestió administrativa i financera del comerç internacional;660,;3;COMERÇ I MARQUETING;UC1010_3;Comunicar-se en anglès, amb un nivell d'usuari competent, en les relacions i activitats de comerç internacional;120,
IFCM0410;Gestió i supervisió d'alarmes en xarxes de comunicacions;680,;3;INFORMÀTICA I COMUNICACIONS;UC1216_3;Monitoritzar l'estat i la disponibilitat de la xarxa de comunicacions i dels serveis implementats;240,
IMSE0111;Animació musical i visual en viu i en directe;350,;2;IMATGE I SO;UC1397_2;Realitzar sessions d'animació musical en viu i en directe integrant elements luminotècnics, escènics i visuals;130,
SSCG11;Atenció especialitzada a persones dependents amb Trastorn de l¿Espectre de l¿Autisme;250,;2;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_sscg11;;30,
AGAN0110;Doma bàsica del cavall;620,;2;AGRÀRIA;UC1122_2;Esbraveir poltres;90,
IEXM0210;Excavació subterrània mecanitzada dirigida de petita secció;470,;2;INDÚSTRIES EXTRACTIVES;UC1386_2;Realitzar espais subterranis amb microtuneladores;160,
ADGN0003;Gestió econòmica i financera en llengua estrangera;20,;2;ADMINISTRACIÓ I GESTIÓ;;;0,
ENAL0110;Gestió de l'operació en centrals hidroelèctriques;730,;3;ENERGIA I AIGUA;UC1527_3;Controlar en planta l'operació i el manteniment de centrals hidroelèctriques;210,
TMVU0412;Organització i supervisió del manteniment de l'aparell d'embarcacions esportives i d'esbarjo;380,;3;TRANSPORT I MANTENIMENT DE VEHICLES;UC1993_3;Gestionar el manteniment d'embarcacions esportives i d'esbarjo;100,
QUIM0210;Organització i control del condicionat de productes farmacèutic i afins;660,;3;QUÍMICA;UC0335_3;Verificar la conformitat de materials, equips, instal·lacions i condicions de procés;120,
SEAG0008;Tractament de residus;50,;2;SEGURETAT I MEDI AMBIENT;;;0,
ENAT0108;Muntatge i manteniment de xarxes d'aigua;450,;2;ENERGIA I AIGUA;UC0607_2;Muntar xarxes de distribució d'aigua i sanejament;150,
HOTR0309;Direcció en restauració;830,;3;HOSTALERIA I TURISME;UC1064_3;Gestionar processos d'aprovisionament en restauració;90,
IFCD63;Open Source Back End Web Developer;240,;4;INFORMÀTICA I COMUNICACIONS;noUC_ifcd63;-;180,
AFDA0212;Guia d'espeleologia;670,;2;ACTIVITATS FÍSIQUES I ESPORTIVES;UC1643_2;Guiar i dinamitzar persones per itineraris d'espeleologia;240,
ADGD04;Mediació en assumptes civils i mercantils;150,;3;ADMINISTRACIÓ I GESTIÓ;;;0,
IMPE0211;Caracterització de personatges;980,;3;IMATGE PERSONAL;UC1257_3;Elaborar pròtesis piloses per a la seva caracterització;110,
ELES0311;Gestió i supervisió del muntatge i manteniment de sistemes de producció audiovisual i de radiodifusió;680,;3;ELECTRICITAT I ELECTRÒNICA;UC1581_3;Gestionar i supervisar el manteniment de sistemes de transmissió per a radi i televisió en instal·lacions fixes i unitats mòbils;150,
TMVU0311;Manteniment d'aparells d'embarcacions esportives i d'esbarjo;570,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC1829_2;Realitzar el manteniment dels sistemes de control i elements auxiliars de les eixàrcies d'embarcacions esportives i d'esbarjo;130,
CTRL0032;Francès conversacional intermedi;25,;2;COMPETÈNCIES TRANSVERSALS;;;0,
AGAF0108;Fructicultura;600,;2;AGRÀRIA;noUC_MP0002;Mòdul de pràctiques professionals no laborals.;40,
ELEE03;Instal·lació per a la recàrrega de vehicles elèctrics (IRVE);80,;2;ELECTRICITAT I ELECTRÒNICA;noUC_elee03;;10,
IFCD13;Administrador tècnic de sistemes oracle;180,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifcd13;;50,
SEAD0112;Vigilància, seguretat privada i protecció de persones;330,;2;SEGURETAT I MEDI AMBIENT;UC0080_2;Vigilar i protegir béns i persones evitant la comissió de delictes i infraccions.;250,
SEAD0312;Teleoperacions d'atenció, gestió i coordinació en emergències;730,;3;SEGURETAT I MEDI AMBIENT;UC2172_3;Comunicar-se en anglès, amb un nivell d'usuari competent, en la gestió i coordinació d'emergències;120,
ARGN01;Disseny gràfic de pantalles interactives;330,;3;ARTS GRÀFIQUES;noUC_argn01;-;150,
SEAD0064;C.8 Tractament superficial de peces del metall, desgreixat, neteja, decapatge, recobriment i pintura. Formació de reciclatge;4,;1;SEGURETAT I MEDI AMBIENT;;;0,
ELEE0109;Muntatge i manteniment d'instal·lacions elèctriques de baixa tensió;920,;2;ELECTRICITAT I ELECTRÒNICA;UC0820_2;Muntar i mantenir instal·lacions elèctriques de baixa tensió en edificis destinats principalment a habitatges;170,
COMT08;Planificació de l'aprovisionament i gestió d'estocs;60,;2;COMERÇ I MARQUETING;noUC_comt08;Planificació de l'aprovisionament i gestió d'estocs;20,
AGAR0208;Repoblacions forestals i tractaments silvícoles;490,;2;AGRÀRIA;UC1126_2;Realitzar tractaments silvícoles;180,
ELEE0109;Muntatge i manteniment d'instal·lacions elèctriques de baixa tensió;920,;2;ELECTRICITAT I ELECTRÒNICA;UC0824_2;Muntar i mantenir xarxes elèctriques subterrànies de baixa tensió;110,
SSCG08;Millora de l'acció social a través de la transformació digital;220,;4;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_sscg08;;30,
FMEE0308;Disseny de productes de fabricació mecànica;680,;3;FABRICACIÓ MECÀNICA;UC0105_3;Dissenyar productes de fabricació mecànica;230,
QUIM0110;Organització i control de la fabricació de productes farmacèutics i afins;660,;3;QUÍMICA;UC0339_3;Coordinar i controlar la fabricació de productes farmacèutics i afins;160,
EOCB06;Manteniment i rehabilitació dedificis;440,;1;EDIFICACIÓ I OBRA CIVIL;noUC_eocb06;;110,
SEAD0068;C.10. Fusteria metàl·lica;20,;1;SEGURETAT I MEDI AMBIENT;;;0,
